O*NET-SOC Code	Alternate Title	Short Title	Source(s)
35-2013.00	Holiday Food Prepper	n/a	10
35-2013.00	Household Cook	n/a	06
35-2013.00	Personal Certified Chef (PCC)	PCC	01
35-2013.00	Personal Chef	n/a	02,04,08
35-2013.00	Personal Private Chef	n/a	02
35-2013.00	Private Chef	n/a	02,04,09
35-2013.00	Private Executive Chef	n/a	10
35-2014.00	Appetizer Preparer	n/a	02
35-2014.00	Back Line Cook	n/a	02
35-2014.00	Back of House Team Member	n/a	10
35-2014.00	Banquet Cook	n/a	02,04,10
35-2014.00	Breakfast Cook	n/a	02,04
35-2014.00	Broil Cook	n/a	02
35-2014.00	Broiler Cook	n/a	04,06
35-2014.00	Chef De Partie	n/a	04
35-2014.00	Cook	n/a	02,08,10
35-2014.00	Foreign Food Specialty Cook	n/a	08
35-2014.00	Fry Cook	n/a	02
35-2014.00	Grill Cook	n/a	02
35-2014.00	Hotel and Restaurant Cook	n/a	08
35-2014.00	Ice Cream Chef	n/a	08
35-2014.00	Larder Cook	n/a	08
35-2014.00	Line Cook	n/a	02,04,10
35-2014.00	Prep Cook (Preparation Cook)	Prep Cook	02,10
35-2014.00	Production Cook	n/a	08
35-2014.00	Railroad Cook	n/a	04,06,08
35-2014.00	Restaurant Cook	n/a	10
35-2014.00	Sandwich Artist	n/a	09
35-2014.00	Specialty Cook	n/a	04,06
35-2014.00	Specialty Foods Cook	n/a	04,06
35-2014.00	Station Cook	n/a	04,06,08
35-2014.00	Vegetable Cook	n/a	04,06
35-2015.00	Barbecue Cook	n/a	04,06
35-2015.00	Bed and Breakfast Cook (B&B Cook)	B&B Cook	06
35-2015.00	Breakfast Cook	n/a	02,10
35-2015.00	Breakfast Line Cook	n/a	10
35-2015.00	Caterer	n/a	02
35-2015.00	Chuck Wagon Cook	n/a	06
35-2015.00	Cook	n/a	02
35-2015.00	Deli Cook (Delicatessen Cook)	Deli Cook	02
35-2015.00	Food and Beverage Attendant	n/a	02
35-2015.00	Food Clerk	n/a	10
35-2015.00	Griddle Attendant	n/a	04,06
35-2015.00	Griddle Cook	n/a	04
35-2015.00	Grill Associate	n/a	10
35-2015.00	Grill Attendant	n/a	04,06
35-2015.00	Grill Cook	n/a	02,04,06,10
35-2015.00	Grill Line Cook	n/a	10
35-2015.00	Grill Person	n/a	10
35-2015.00	Grill Prep Cook (Grill Preparation Cook)	Grill Prep Cook	10
35-2015.00	Hash Slinger	n/a	04,06
35-2015.00	Hasher	n/a	04,06
35-2015.00	Line Cook	n/a	02,10
35-2015.00	Pizza Cook	n/a	09,10
35-2015.00	Pizza Maker	n/a	02,10
35-2015.00	Prep Cook (Preparation Cook)	Prep Cook	02,10
35-2015.00	Prepared Foods Clerk	n/a	10
35-2015.00	Sandwich Artist	n/a	09
35-2015.00	Short Order Cook	n/a	02,10
35-2015.00	Short Order Fry Cook	n/a	04
35-2015.00	Snack Bar Cook	n/a	02,04
35-2019.00	Assistant Cook	n/a	09
35-2019.00	Falafel Cart Cook	n/a	04
35-2019.00	Fraternity House Cook	n/a	04
35-2021.00	Cafeteria Aide	n/a	02
35-2021.00	Carver	n/a	08
35-2021.00	Caterer	n/a	10
35-2021.00	Caterer Helper	n/a	08
35-2021.00	Catering Assistant	n/a	09
35-2021.00	Chicken and Fish Butcher	n/a	08
35-2021.00	Coffee Brewer	n/a	09
35-2021.00	Coffee Maker	n/a	04,06,08
35-2021.00	Cold Meat Cook	n/a	04,06
35-2021.00	Cook	n/a	02
35-2021.00	Cook Aide	n/a	02
35-2021.00	Crew Mess Attendant	n/a	04,06
35-2021.00	Culinary Worker	n/a	04,06
35-2021.00	Deli Clerk (Delicatessen Clerk)	Deli Clerk	02,04
35-2021.00	Deli Slicer (Delicatessen Slicer)	Deli Slicer	04,06
35-2021.00	Diet Aide	n/a	02
35-2021.00	Dietary Aide	n/a	02
35-2021.00	Dishwasher	n/a	02,10
35-2021.00	Expo (Expeditor)	Expo	02,10
35-2021.00	Food Expeditor (Food Expo)	Food Expo	10
35-2021.00	Food Handler	n/a	04,06
35-2021.00	Food Order Expediter (Food Order Expo)	Food Order Expo	04,06
35-2021.00	Food Prep (Food Preparer)	Food Prep	02,04,06,10
35-2021.00	Food Preparation Kitchen Aide (Food Prep Kitchen Aide)	Food Prep Kitchen Aide	04,06
35-2021.00	Food Preparation Worker (Food Prep Worker)	Food Prep Worker	02
35-2021.00	Food Server	n/a	04
35-2021.00	Food Service Aide	n/a	02
35-2021.00	Food Service Specialist	n/a	09
35-2021.00	Food Service Worker (FSW)	FSW	02
35-2021.00	Food Tray Assembler	n/a	04,06
35-2021.00	Fruit and Vegetable Parer	n/a	04
35-2021.00	Kitchen Assistant	n/a	02,04,06,10
35-2021.00	Kitchen Clerk	n/a	10
35-2021.00	Kitchen Crew	n/a	10
35-2021.00	Kitchen Crew Member	n/a	10
35-2021.00	Kitchen Food Assembler	n/a	08
35-2021.00	Kitchen Helper	n/a	02,04,06,10
35-2021.00	Kitchen Runner	n/a	04,06
35-2021.00	Kitchen Staff	n/a	10
35-2021.00	Kitchen Steward	n/a	10
35-2021.00	Kitchen Team Crew Member	n/a	10
35-2021.00	Kitchen Team Member	n/a	10
35-2021.00	Kitchen Utility Associate	n/a	10
35-2021.00	Kitchen Utility Worker	n/a	10
35-2021.00	Kitchen Worker	n/a	02,04,06
35-2021.00	Line Cook	n/a	02
35-2021.00	Line Server	n/a	09
35-2021.00	Meat Clerk	n/a	04,06
35-2021.00	Mess Attendant	n/a	04,06
35-2021.00	Nutrition Aide	n/a	02
35-2021.00	Nutrition Helper	n/a	08
35-2021.00	Pantry Cook	n/a	02
35-2021.00	Pantry Goods Maker	n/a	04,06,08
35-2021.00	Pantry Goods Worker	n/a	09
35-2021.00	Pantry Worker	n/a	04,06
35-2021.00	Parer	n/a	04,06
35-2021.00	Pastry Cook Helper	n/a	08
35-2021.00	Peeler	n/a	04,06
35-2021.00	Pie Cutter	n/a	04,06
35-2021.00	Prepared Foods Team Member	n/a	10
35-2021.00	Produce Production Team Member	n/a	10
35-2021.00	Raw Shellfish Preparer	n/a	08
35-2021.00	Restaurant Worker	n/a	09
35-2021.00	Salad Bar Clerk	n/a	10
35-2021.00	Salad Maker	n/a	02,04,06,08
35-2021.00	Sandwich Artist	n/a	02
35-2021.00	Sandwich Maker	n/a	02,04,06,08
35-2021.00	Seafood Preparer	n/a	04,06
35-2021.00	Slicer	n/a	02
35-3011.00	Banquet Bartender	n/a	02
35-3011.00	Bar Attendant	n/a	04,06,08
35-3011.00	Bar Captain	n/a	02
35-3011.00	Bar Tender	n/a	08
35-3011.00	Barkeep	n/a	04
35-3011.00	Barkeeper	n/a	04,06
35-3011.00	Barmaid	n/a	09
35-3011.00	Barman	n/a	09
35-3011.00	Bartender	n/a	02,04,08,09,10
35-3011.00	Catering Bartender	n/a	10
35-3011.00	Drink Mixer	n/a	04,06
35-3011.00	Event Bartender	n/a	10
35-3011.00	Mixologist	n/a	02,04,06
35-3011.00	Restaurant Bartender	n/a	10
35-3011.00	Service Bartender	n/a	10
35-3011.00	Taproom Attendant	n/a	04,06,08
35-3023.00	Bakery Associate	n/a	08
35-3023.00	Bistro Team Member	n/a	08
35-3023.00	Cafe Server	n/a	02,04
35-3023.00	Cafe Worker	n/a	08
35-3023.00	Cafeteria Food Server	n/a	08
35-3023.00	Cafeteria Server	n/a	02,04
35-3023.00	Candy Attendant	n/a	08
35-3023.00	Candy Bar Attendant	n/a	08
35-3023.00	Candy Counter Clerk	n/a	08
35-3023.00	Canteen Operator	n/a	08
35-3023.00	Caterer's Aide	n/a	08
35-3023.00	Caterer's Helper	n/a	08
35-3023.00	Catering Assistant	n/a	08
35-3023.00	Catering Attendant	n/a	08
35-3023.00	Coffee Attendant	n/a	08
35-3023.00	Coffee Brewer	n/a	08
35-3023.00	Coffee Shop Attendant	n/a	08
35-3023.00	Concession Attendant	n/a	08
35-3023.00	Concession Cashier	n/a	02
35-3023.00	Concession Stand Attendant	n/a	04,08
35-3023.00	Concessionaire	n/a	08
35-3023.00	Counter Attendant	n/a	08
35-3023.00	Counter Clerk	n/a	08
35-3023.00	Counter Helper	n/a	08
35-3023.00	Counter Hop	n/a	08
35-3023.00	Counter Person	n/a	08
35-3023.00	Counter Waiter	n/a	08
35-3023.00	Counter Waitress	n/a	08
35-3023.00	Crew Member	n/a	10
35-3023.00	Deli Associate (Delicatessen Associate)	Deli Associate	08
35-3023.00	Deli Clerk (Delicatessen Clerk)	Deli Clerk	02,08
35-3023.00	Deli Cook (Delicatessen Cook)	Deli Cook	08
35-3023.00	Deli Team Member (Delicatessen Team Member)	Deli Team Member	08
35-3023.00	Deli Worker (Delicatessen Worker)	Deli Worker	02
35-3023.00	Fast Food Cashier	n/a	02,08
35-3023.00	Fast Food Server	n/a	08
35-3023.00	Fast Food Team Member	n/a	08
35-3023.00	Fast Food Worker	n/a	08
35-3023.00	Food Counter Worker	n/a	04,08
35-3023.00	Food Server	n/a	02
35-3023.00	Food Service Aide	n/a	02
35-3023.00	Food Service Assistant	n/a	02
35-3023.00	Food Service Counter Clerk	n/a	08
35-3023.00	Food Service Order Clerk	n/a	08
35-3023.00	Food Service Team Member	n/a	08
35-3023.00	Food Service Worker	n/a	02
35-3023.00	Food Team Member	n/a	08
35-3023.00	Fountain Attendant	n/a	08
35-3023.00	Fountain Clerk	n/a	08
35-3023.00	Fountain Dispenser	n/a	08
35-3023.00	Fountain Helper	n/a	08
35-3023.00	Fountain Jerk	n/a	08
35-3023.00	Fountain Operator	n/a	08
35-3023.00	Fountain Server	n/a	08
35-3023.00	Fountain Waiter	n/a	08
35-3023.00	Fountain Waitress	n/a	08
35-3023.00	Front Counter Attendant	n/a	08
35-3023.00	Front of House Team Member	n/a	10
35-3023.00	Hot Dog Vender	n/a	04
35-3023.00	Hot Dog Vendor	n/a	08
35-3023.00	Ice Cream Dipper	n/a	08
35-3023.00	Ice Cream Man	n/a	08
35-3023.00	Ice Cream Scooper	n/a	08
35-3023.00	Ice Cream Server	n/a	04,08
35-3023.00	Ice Cream Shop Associate	n/a	08
35-3023.00	Kitchen Food Server	n/a	08
35-3023.00	Kitchen Team Member	n/a	10
35-3023.00	Line Person	n/a	08
35-3023.00	Line Server	n/a	08
35-3023.00	Mess Attendant	n/a	04,08
35-3023.00	Order Clerk	n/a	08
35-3023.00	Order Filler	n/a	08
35-3023.00	Popcorn Attendant	n/a	08
35-3023.00	Prep Cook (Preparation Cook)	Prep Cook	02
35-3023.00	Restaurant Crew Member	n/a	08
35-3023.00	Restaurant Team Member	n/a	08
35-3023.00	Restaurant Worker	n/a	08
35-3023.00	Salad Counter Attendant	n/a	08
35-3023.00	Sandwich Artist	n/a	02,08
35-3023.00	Sandwich Counter Attendant	n/a	08
35-3023.00	School Cafeteria Cook	n/a	02
35-3023.00	Service Crew Team Member	n/a	10
35-3023.00	Snack Bar Attendant	n/a	02,04,08
35-3023.00	Soda Clerk	n/a	08
35-3023.00	Soda Dispenser	n/a	08
35-3023.00	Soda Fountain Clerk	n/a	08
35-3023.00	Soda Fountain Operator	n/a	08
35-3023.00	Soda Jerker	n/a	08
35-3023.00	Steam Table Attendant	n/a	08
35-3023.00	Steam Table Worker	n/a	08
35-3023.00	Take Out Waiter	n/a	08
35-3023.00	Take Out Waitress	n/a	08
35-3023.00	Window Clerk	n/a	08
35-3023.01	Barista	n/a	02,08,10
35-3023.01	Cafe Barista	n/a	10
35-3023.01	Catering Barista	n/a	02
35-3023.01	Coffee Bar Attendant	n/a	08
35-3023.01	Coffee Barista	n/a	10
35-3023.01	Coffee Brewer	n/a	08
35-3023.01	Coffee Maker	n/a	08
35-3023.01	Coffee Shop Attendant	n/a	08
35-3023.01	Coffee Sommelier	n/a	08
35-3023.01	Gourmet Coffee Attendant	n/a	10
35-3031.00	Banquet Server	n/a	02,09,10
35-3031.00	Banquet Waiter	n/a	04,06
35-3031.00	Banquet Waitress	n/a	04,06
35-3031.00	Bar Waiter	n/a	04,06,08
35-3031.00	Bar Waitress	n/a	04,06,08
35-3031.00	Buffet Server	n/a	02
35-3031.00	Buffet Waiter	n/a	08
35-3031.00	Buffet Waitress	n/a	08
35-3031.00	Car Hop	n/a	04,06
35-3031.00	Carhop	n/a	10
35-3031.00	Club Waiter	n/a	08
35-3031.00	Club Waitress	n/a	08
35-3031.00	Cocktail Server	n/a	02,04,09,10
35-3031.00	Cocktail Waitress	n/a	02,04,06
35-3031.00	Deck Steward	n/a	04,06
35-3031.00	Dining Car Server	n/a	04
35-3031.00	Dining Car Waiter	n/a	08
35-3031.00	Dining Car Waitress	n/a	08
35-3031.00	Food Runner	n/a	02,10
35-3031.00	Food Server	n/a	02,04,10
35-3031.00	Formal Waiter	n/a	08
35-3031.00	Formal Waitress	n/a	08
35-3031.00	Informal Waiter	n/a	08
35-3031.00	Informal Waitress	n/a	08
35-3031.00	Restaurant Server	n/a	02,04,09,10
35-3031.00	Server	n/a	02,10
35-3031.00	Singing Waiter	n/a	04,06
35-3031.00	Singing Waitress	n/a	04,06
35-3031.00	Skating Carhop	n/a	10
35-3031.00	Sommelier	n/a	08
35-3031.00	Wait Staff	n/a	10
35-3031.00	Waiter	n/a	02,04,06
35-3031.00	Waitress	n/a	02,04,06
35-3031.00	Waitstaff	n/a	02,09
35-3031.00	Wine Steward	n/a	04,06,08
35-3031.00	Wine Stewardess	n/a	06,08
35-3041.00	Boat Hop	n/a	04,06
35-3041.00	Car Attendant	n/a	04,06
35-3041.00	Car Hop	n/a	08
35-3041.00	Curb Attendant	n/a	04,06
35-3041.00	Curb Hop	n/a	04,06
35-3041.00	Curber	n/a	04,06
35-3041.00	Dining Room Server	n/a	02,10
35-3041.00	Food Cart Attendant	n/a	04,06
35-3041.00	Food Order Delivery Runner	n/a	04,06
35-3041.00	Food Porter	n/a	09
35-3041.00	Food Runner	n/a	04,06
35-3041.00	Food Server	n/a	02,06
35-3041.00	Food Service Attendant	n/a	04,06
35-3041.00	Food Service Hotel Runner	n/a	04,06
35-3041.00	Food Service Tray Attendant	n/a	04,06
35-3041.00	Food Service Worker	n/a	02
35-3041.00	Hospital Food Service Worker	n/a	04,06
35-3041.00	Hospital Tray Service Worker	n/a	04,06
35-3041.00	Hot Dog Vendor	n/a	04,06
35-3041.00	Hot Tamale Man	n/a	06
35-3041.00	Hot Tamale Worker	n/a	04
35-3041.00	In Room Dining Server	n/a	10
35-3041.00	Kitchen Runner	n/a	02
35-3041.00	Line Server	n/a	09
35-3041.00	Outside Food Server	n/a	04,06
35-3041.00	Room Attendant	n/a	10
35-3041.00	Room Server	n/a	02
35-3041.00	Room Service Associate	n/a	10
35-3041.00	Room Service Attendant	n/a	10
35-3041.00	Room Service Bellhop	n/a	04,06
35-3041.00	Room Service Clerk	n/a	04,06
35-3041.00	Room Service Food Server	n/a	04
35-3041.00	Room Service Food Service Attendant	n/a	04,06
35-3041.00	Room Service Server	n/a	02,10
35-3041.00	Room Service Waiter	n/a	06
35-3041.00	Room Service Waitress	n/a	06
35-3041.00	Teletray Operator	n/a	04,06
35-3041.00	Tray Server	n/a	02
35-3041.00	Tray Service Worker	n/a	04,06
35-9011.00	Banquet Houseperson	n/a	10
35-9011.00	Banquet Set Up Person	n/a	04,06
35-9011.00	Bar Attendant	n/a	04,06
35-9011.00	Bar Back	n/a	02,04,09,10
35-9011.00	Barback	n/a	02,04,06,10
35-9011.00	Barmaid	n/a	09
35-9011.00	Bartender Helper	n/a	08
35-9011.00	Beverage Server	n/a	04,06
35-9011.00	Breakfast Attendant	n/a	10
35-9011.00	Breakfast Bar Attendant	n/a	10
35-9011.00	Buffet Attendant	n/a	02,04,06,10
35-9011.00	Bus Boy	n/a	02,09
35-9011.00	Bus Person	n/a	02,04,10
35-9011.00	Busboy	n/a	02,09
35-9011.00	Busser	n/a	02,04,06,10
35-9011.00	Cafe Helper	n/a	04,06
35-9011.00	Cafeteria Aide	n/a	04,06
35-9011.00	Cafeteria Assistant	n/a	04,06
35-9011.00	Cafeteria Attendant	n/a	04,06,08,10
35-9011.00	Cafeteria Helper	n/a	04,06
35-9011.00	Cafeteria Table Attendant	n/a	04,06
35-9011.00	Cafeteria Worker	n/a	04,06,10
35-9011.00	Carry Out Clerk	n/a	04,06
35-9011.00	Club Attendant	n/a	04,06
35-9011.00	Coffee Attendant	n/a	04,06
35-9011.00	Coffee Bar Attendant	n/a	04,06
35-9011.00	Counter Supply Worker	n/a	04,06
35-9011.00	Dining Room Attendant	n/a	02,04,06,08
35-9011.00	Dining Room Busser	n/a	08
35-9011.00	Dining Room Helper	n/a	04,06
35-9011.00	Dining Room Tables Set Up Attendant	n/a	04,06
35-9011.00	Dumbwaiter Operator	n/a	04,06
35-9011.00	Floorperson	n/a	04
35-9011.00	Food and Beverage Attendant	n/a	10
35-9011.00	Food Expeditor	n/a	09
35-9011.00	Food Runner	n/a	10
35-9011.00	Food Service Aide	n/a	02
35-9011.00	Food Service Attendant	n/a	04
35-9011.00	Food Service Helper	n/a	02
35-9011.00	Hotel Breakfast Bar Attendant	n/a	10
35-9011.00	Iceman	n/a	04,06
35-9011.00	Kitchen Aide	n/a	04,06
35-9011.00	Kitchen Help Handyman	n/a	04,06
35-9011.00	Kitchen Helper	n/a	04
35-9011.00	Line Server	n/a	09
35-9011.00	Lunchroom Aide	n/a	04,06
35-9011.00	Lunchroom Attendant	n/a	04,06
35-9011.00	Lunchroom Worker	n/a	04,06
35-9011.00	Restaurant Busser	n/a	10
35-9011.00	Restaurant Worker	n/a	09
35-9011.00	Server Assistant	n/a	02,10
35-9011.00	Server's Assistant	n/a	02
35-9011.00	Service Assistant	n/a	02,10
35-9011.00	Silver Steward	n/a	04,06
35-9011.00	Silver Wrapper	n/a	04,06
35-9011.00	Tray Setter	n/a	04,06
35-9011.00	Water Attendant	n/a	04,06
35-9011.00	Water Carrier	n/a	04,06
35-9021.00	Breakdown Person	n/a	04,06
35-9021.00	Dish Machine Operator (DMO)	DMO	02,10
35-9021.00	Dish Person	n/a	10
35-9021.00	Dish Room Worker	n/a	02,04
35-9021.00	Dish Stacker	n/a	04,06
35-9021.00	Dish Technician	n/a	02
35-9021.00	Dish Washer	n/a	02,08,10
35-9021.00	Dishwasher	n/a	02,04,06,10
35-9021.00	Dishwashing Machine Operator	n/a	04,06
35-9021.00	Glass Washer	n/a	04,06
35-9021.00	Kitchen Cleaner	n/a	06
35-9021.00	Kitchen Helper	n/a	02,08
35-9021.00	Kitchen Steward	n/a	02
35-9021.00	Pan Cleaner	n/a	04,06
35-9021.00	Pan Washer	n/a	04,06
35-9021.00	Pot Washer	n/a	04,06
35-9021.00	Pots and Pans Person	n/a	02
35-9021.00	Restaurant Dishwasher	n/a	10
35-9021.00	Scullion	n/a	04,06,08
35-9021.00	Silver Cleaner	n/a	04,06
35-9021.00	Silver Wrapper	n/a	08
35-9021.00	Silverware Cleaner	n/a	04,06
35-9021.00	Steward	n/a	02,10
35-9021.00	Tray Line Worker	n/a	04,06
35-9021.00	Tray Room Worker	n/a	04,06
35-9021.00	Utility Aide	n/a	02
35-9021.00	Utility Worker	n/a	02
35-9031.00	Bar Host	n/a	04,06
35-9031.00	Bar Hostess	n/a	04,06
